,Patient,Gene1,Gene2,Edge,Curvature,Response
0,A549_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.7063955176738986,0
2822,NCIH358_LUNG,SGCD,DMD,SGCD;DMD,0.0,0
2823,NCIH358_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,0
2824,NCIH358_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,0
2825,NCIH358_LUNG,SSPN,DMD,SSPN;DMD,0.0,0
2826,NCIH358_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,0
2827,NCIH358_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,0
2828,NCIH358_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,0
2829,NCIH358_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,0
2830,NCIH358_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,0
2831,NCIH358_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.0,0
2832,NCIH358_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,0
2833,NCIH358_LUNG,DAG1,DMD,DAG1;DMD,0.0,0
2834,NCIH358_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,0
2835,NCIH358_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.0,0
2836,NCIH358_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,0
2837,NCIH358_LUNG,DMD,SGCG,DMD;SGCG,0.0,0
2838,NCIH358_LUNG,DMD,SGCA,DMD;SGCA,0.0,0
2839,NCIH358_LUNG,DMD,CAV3,DMD;CAV3,0.0,0
2840,NCIH358_LUNG,DMD,SGCE,DMD;SGCE,0.0,0
2841,NCIH358_LUNG,DMD,SGCB,DMD;SGCB,0.0,0
2842,NCIH358_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,0
2843,NCIH358_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,0
2844,NCIH358_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,0
2845,NCIH358_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,0
2846,NCIH358_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,0
2847,NCIH358_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,0
2848,NCIH358_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,0
2849,NCIH358_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,0
2850,NCIH358_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,0
2851,NCIH358_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,0
2852,NCIH358_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,0.0,0
2853,NCIH358_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,0
2854,NCIH358_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,0
2855,NCIH358_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,0
2856,NCIH358_LUNG,TET2,EBF1,TET2;EBF1,0.0,0
2857,NCIH358_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,1.0,0
2858,NCIH358_LUNG,KRT13,KRT4,KRT13;KRT4,1.0,0
2859,NCIH358_LUNG,HRC,TRDN,HRC;TRDN,0.0,0
2860,NCIH358_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,0
2861,NCIH358_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,0
2862,NCIH358_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,0
2863,NCIH358_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,0
2864,NCIH358_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,0
2865,NCIH358_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,0
2866,NCIH358_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,0
2867,NCIH358_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,0
2868,NCIH358_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,0
2869,NCIH358_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,0
2870,NCIH358_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,0
2871,NCIH358_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,0
2872,NCIH358_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,0
2873,NCIH358_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,0
2874,NCIH358_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,0
2875,NCIH358_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,0
2876,NCIH358_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,0
2877,NCIH358_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,0
2878,NCIH358_LUNG,SECTM1,CD7,SECTM1;CD7,0.9602583746795261,0
2879,NCIH358_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,0
2880,NCIH358_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
2881,NCIH358_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,0
2882,NCIH358_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,0
2883,NCIH441_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.7522829844407994,0
2884,NCIH441_LUNG,FLNA,HSPB7,FLNA;HSPB7,-34.84789720987126,0
2885,NCIH441_LUNG,CD2,CD7,CD2;CD7,0.0,0
2886,NCIH441_LUNG,CD2,CD5,CD2;CD5,0.0,0
2887,NCIH441_LUNG,CD5,CD7,CD5;CD7,0.0,0
2888,NCIH441_LUNG,ANPEP,CD7,ANPEP;CD7,0.0,0
2889,NCIH441_LUNG,TGFB1,FN1,TGFB1;FN1,0.6800978402511593,0
2890,NCIH441_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,0.0,0
2891,NCIH441_LUNG,FN1,VTN,FN1;VTN,0.0,0
2892,NCIH441_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,0
2893,NCIH441_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,0
2894,NCIH441_LUNG,CALM3,DLG4,CALM3;DLG4,0.7893232775359774,0
2895,NCIH441_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,0
2896,NCIH441_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,0
2897,NCIH441_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,0
2898,NCIH441_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,0
2899,NCIH441_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,0
2900,NCIH441_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,0
2901,NCIH441_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,0
2902,NCIH441_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,0
2903,NCIH441_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,0
2904,NCIH441_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,0
2905,NCIH441_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,0
2906,NCIH441_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,0
2907,NCIH441_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,0
2908,NCIH441_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,0
2909,NCIH441_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,0
2910,NCIH441_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,0
2911,NCIH441_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,0
2912,NCIH441_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,0
2913,NCIH441_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,0
2914,NCIH441_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,0
2915,NCIH441_LUNG,SGCD,DMD,SGCD;DMD,0.0,0
2916,NCIH441_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,0
2917,NCIH441_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,0
2918,NCIH441_LUNG,SSPN,DMD,SSPN;DMD,0.0,0
2919,NCIH441_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,0
2920,NCIH441_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,0
2921,NCIH441_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,0
2922,NCIH441_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,0
2923,NCIH441_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,0
2924,NCIH441_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.0,0
2925,NCIH441_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,0
2926,NCIH441_LUNG,DAG1,DMD,DAG1;DMD,0.0,0
2927,NCIH441_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,0
2928,NCIH441_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.0,0
2929,NCIH441_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,0
2930,NCIH441_LUNG,DMD,SGCG,DMD;SGCG,0.0,0
2931,NCIH441_LUNG,DMD,SGCA,DMD;SGCA,0.0,0
2932,NCIH441_LUNG,DMD,CAV3,DMD;CAV3,0.0,0
2933,NCIH441_LUNG,DMD,SGCE,DMD;SGCE,0.0,0
2934,NCIH441_LUNG,DMD,SGCB,DMD;SGCB,0.0,0
2935,NCIH441_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,0
2936,NCIH441_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,0
2937,NCIH441_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,0
2938,NCIH441_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,0
2939,NCIH441_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,0
2940,NCIH441_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,0
2941,NCIH441_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,0
2942,NCIH441_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,0
2943,NCIH441_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,0
2944,NCIH441_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,0
2945,NCIH441_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,0.0,0
2946,NCIH441_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,0
2947,NCIH441_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,0
2948,NCIH441_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,0
2949,NCIH441_LUNG,TET2,EBF1,TET2;EBF1,0.0,0
2950,NCIH441_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,1.0,0
2951,NCIH441_LUNG,KRT13,KRT4,KRT13;KRT4,1.0,0
2952,NCIH441_LUNG,HRC,TRDN,HRC;TRDN,0.0,0
2953,NCIH441_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,0
2954,NCIH441_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,0
2955,NCIH441_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,0
2956,NCIH441_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,0
2957,NCIH441_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,0
2958,NCIH441_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,0
2959,NCIH441_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,0
2960,NCIH441_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,0
2961,NCIH441_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,0
2962,NCIH441_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,0
2963,NCIH441_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,0
2964,NCIH441_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,0
2965,NCIH441_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,0
2966,NCIH441_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,0
2967,NCIH441_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,0
2968,NCIH441_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,0
2969,NCIH441_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,0
2970,NCIH441_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,0
2971,NCIH441_LUNG,SECTM1,CD7,SECTM1;CD7,0.9711304314122632,0
2972,NCIH441_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,0
2973,NCIH441_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
2974,NCIH441_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,0
2975,NCIH441_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,0
2976,NCIH322_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.8271639824929973,0
2977,NCIH322_LUNG,FLNA,HSPB7,FLNA;HSPB7,0.0,0
2978,NCIH322_LUNG,CD2,CD7,CD2;CD7,0.0,0
2979,NCIH322_LUNG,CD2,CD5,CD2;CD5,0.0,0
2980,NCIH322_LUNG,CD5,CD7,CD5;CD7,0.0,0
2981,NCIH322_LUNG,ANPEP,CD7,ANPEP;CD7,0.0,0
2982,NCIH322_LUNG,TGFB1,FN1,TGFB1;FN1,0.6275833385727858,0
2983,NCIH322_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,0.0,0
2984,NCIH322_LUNG,FN1,VTN,FN1;VTN,0.0,0
2985,NCIH322_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,0
2986,NCIH322_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,0
2987,NCIH322_LUNG,CALM3,DLG4,CALM3;DLG4,0.6739730572719806,0
2988,NCIH322_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,0
2989,NCIH322_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,0
2990,NCIH322_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,0
2991,NCIH322_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,0
2992,NCIH322_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,0
2993,NCIH322_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,0
2994,NCIH322_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,0
2995,NCIH322_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,0
2996,NCIH322_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,0
2997,NCIH322_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,0
2998,NCIH322_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,0
2999,NCIH322_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,0
3000,NCIH322_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,0
3001,NCIH322_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,0
3002,NCIH322_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,0
3003,NCIH322_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,0
3004,NCIH322_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,0
3005,NCIH322_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,0
3006,NCIH322_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,0
3007,NCIH322_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,0
3008,NCIH322_LUNG,SGCD,DMD,SGCD;DMD,0.0,0
3009,NCIH322_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,0
3010,NCIH322_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,0
3011,NCIH322_LUNG,SSPN,DMD,SSPN;DMD,0.0,0
3012,NCIH322_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,0
3013,NCIH322_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,0
3014,NCIH322_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,0
3015,NCIH322_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,0
3016,NCIH322_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,0
3017,NCIH322_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.0,0
3018,NCIH322_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,0
3019,NCIH322_LUNG,DAG1,DMD,DAG1;DMD,0.0,0
3020,NCIH322_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,0
3021,NCIH322_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.0,0
3022,NCIH322_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,0
3023,NCIH322_LUNG,DMD,SGCG,DMD;SGCG,0.0,0
3024,NCIH322_LUNG,DMD,SGCA,DMD;SGCA,0.0,0
3025,NCIH322_LUNG,DMD,CAV3,DMD;CAV3,0.0,0
3026,NCIH322_LUNG,DMD,SGCE,DMD;SGCE,0.0,0
3027,NCIH322_LUNG,DMD,SGCB,DMD;SGCB,0.0,0
3028,NCIH322_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,0
3029,NCIH322_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,0
3030,NCIH322_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,0
3031,NCIH322_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,0
3032,NCIH322_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,0
3033,NCIH322_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,0
3034,NCIH322_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,0
3035,NCIH322_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,0
3036,NCIH322_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,0
3037,NCIH322_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,0
3038,NCIH322_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,1.0,0
3039,NCIH322_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,0
3040,NCIH322_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,0
3041,NCIH322_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,0
3042,NCIH322_LUNG,TET2,EBF1,TET2;EBF1,0.9764594563958778,0
3043,NCIH322_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,0.0,0
3044,NCIH322_LUNG,KRT13,KRT4,KRT13;KRT4,1.0,0
3045,NCIH322_LUNG,HRC,TRDN,HRC;TRDN,0.0,0
3046,NCIH322_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,0
3047,NCIH322_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,0
3048,NCIH322_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,0
3049,NCIH322_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,0
3050,NCIH322_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,0
3051,NCIH322_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,0
3052,NCIH322_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,0
3053,NCIH322_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,0
3054,NCIH322_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,0
3055,NCIH322_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,0
3056,NCIH322_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,0
3057,NCIH322_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,0
3058,NCIH322_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,0
3059,NCIH322_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,0
3060,NCIH322_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,0
3061,NCIH322_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,0
3062,NCIH322_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,0
3063,NCIH322_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,0
3064,NCIH322_LUNG,SECTM1,CD7,SECTM1;CD7,0.0,0
3065,NCIH322_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,0
3066,NCIH322_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
3067,NCIH322_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,0
3068,NCIH322_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,0
3069,NCIH522_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.8682621762504754,0
3070,NCIH522_LUNG,FLNA,HSPB7,FLNA;HSPB7,0.0,0
3071,NCIH522_LUNG,CD2,CD7,CD2;CD7,0.0,0
3072,NCIH522_LUNG,CD2,CD5,CD2;CD5,0.0,0
3073,NCIH522_LUNG,CD5,CD7,CD5;CD7,0.0,0
3074,NCIH522_LUNG,ANPEP,CD7,ANPEP;CD7,0.0,0
3075,NCIH522_LUNG,TGFB1,FN1,TGFB1;FN1,0.6204674569889865,0
3076,NCIH522_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,0.0,0
3077,NCIH522_LUNG,FN1,VTN,FN1;VTN,0.0,0
3078,NCIH522_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,0
3079,NCIH522_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,0
3080,NCIH522_LUNG,CALM3,DLG4,CALM3;DLG4,0.671407576003068,0
3081,NCIH522_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,0
3082,NCIH522_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,0
3083,NCIH522_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,0
3084,NCIH522_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,0
3085,NCIH522_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,0
3086,NCIH522_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,0
3087,NCIH522_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,0
3088,NCIH522_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,0
3089,NCIH522_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,0
3090,NCIH522_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,0
3091,NCIH522_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,0
3092,NCIH522_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,0
3093,NCIH522_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,0
3094,NCIH522_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,0
3095,NCIH522_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,0
3096,NCIH522_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,0
3097,NCIH522_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,0
3098,NCIH522_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,0
3099,NCIH522_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,0
3100,NCIH522_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,0
3101,NCIH522_LUNG,SGCD,DMD,SGCD;DMD,0.0,0
3102,NCIH522_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,0
3103,NCIH522_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,0
3104,NCIH522_LUNG,SSPN,DMD,SSPN;DMD,0.0,0
3105,NCIH522_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,0
3106,NCIH522_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,0
3107,NCIH522_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,0
3108,NCIH522_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,0
3109,NCIH522_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,0
3110,NCIH522_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.31350224537653626,0
3111,NCIH522_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,0
3112,NCIH522_LUNG,DAG1,DMD,DAG1;DMD,0.0,0
3113,NCIH522_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,0
3114,NCIH522_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.31350183442522783,0
3115,NCIH522_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,0
3116,NCIH522_LUNG,DMD,SGCG,DMD;SGCG,0.0,0
3117,NCIH522_LUNG,DMD,SGCA,DMD;SGCA,0.0,0
3118,NCIH522_LUNG,DMD,CAV3,DMD;CAV3,0.0,0
3119,NCIH522_LUNG,DMD,SGCE,DMD;SGCE,0.0,0
3120,NCIH522_LUNG,DMD,SGCB,DMD;SGCB,0.0,0
3121,NCIH522_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,0
3122,NCIH522_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,0
3123,NCIH522_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,0
3124,NCIH522_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,0
3125,NCIH522_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,0
3126,NCIH522_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,0
3127,NCIH522_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,0
3128,NCIH522_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,0
3129,NCIH522_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,0
3130,NCIH522_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,0
3131,NCIH522_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,1.0,0
3132,NCIH522_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,0
3133,NCIH522_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,0
3134,NCIH522_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,0
3135,NCIH522_LUNG,TET2,EBF1,TET2;EBF1,0.0,0
3136,NCIH522_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,0.0,0
3137,NCIH522_LUNG,KRT13,KRT4,KRT13;KRT4,0.0,0
3138,NCIH522_LUNG,HRC,TRDN,HRC;TRDN,0.0,0
3139,NCIH522_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,0
3140,NCIH522_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,0
3141,NCIH522_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,0
3142,NCIH522_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,0
3143,NCIH522_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,0
3144,NCIH522_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,0
3145,NCIH522_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,0
3146,NCIH522_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,0
3147,NCIH522_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,0
3148,NCIH522_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,0
3149,NCIH522_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,0
3150,NCIH522_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,0
3151,NCIH522_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,0
3152,NCIH522_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,0
3153,NCIH522_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,0
3154,NCIH522_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,0
3155,NCIH522_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,0
3156,NCIH522_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,0
3157,NCIH522_LUNG,SECTM1,CD7,SECTM1;CD7,0.9051666764892046,0
3158,NCIH522_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,0
3159,NCIH522_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
